dataset,candidate,block_index,base_markets,selected_markets,coverage,wins,losses,accuracy,net_pnl_cents,net_roi_on_cost,positive_net,coverage_pass
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=95; sec>=600,4,20,13,0.65,6,7,0.46153846153846156,-140.0,-0.1891891891891892,False,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=95; sec>=600,5,20,9,0.45,6,3,0.6666666666666666,61.0,0.11317254174397032,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=95; sec>=600,6,20,7,0.35,5,2,0.7142857142857143,76.0,0.1792452830188679,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=95; sec>=600,7,20,12,0.6,5,7,0.4166666666666667,-198.0,-0.2836676217765043,False,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=95; sec>=600,8,20,7,0.35,5,2,0.7142857142857143,105.0,0.26582278481012656,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=95; sec>=600,9,20,15,0.75,11,4,0.7333333333333333,158.0,0.16772823779193205,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=95; sec>=600,10,20,8,0.4,5,3,0.625,29.0,0.06157112526539278,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=95; sec>=600,11,1,1,1.0,1,0,1.0,37.0,0.5873015873015873,True,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,0,20,19,0.95,13,6,0.6842105263157895,160.0,0.14035087719298245,True,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,1,20,18,0.9,9,9,0.5,-157.0,-0.14853358561967833,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,2,20,19,0.95,12,7,0.631578947368421,-19.0,-0.015586546349466776,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,3,20,17,0.85,12,5,0.7058823529411765,99.0,0.08991825613079019,True,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,4,20,19,0.95,7,12,0.3684210526315789,-404.0,-0.36594202898550726,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,5,20,19,0.95,9,10,0.47368421052631576,-281.0,-0.23793395427603725,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,6,20,19,0.95,13,6,0.6842105263157895,71.0,0.05777054515866558,True,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,7,20,15,0.75,10,5,0.6666666666666666,77.0,0.08342361863488625,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,8,20,20,1.0,12,8,0.6,-89.0,-0.06904577191621412,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,9,20,17,0.85,12,5,0.7058823529411765,175.0,0.17073170731707318,True,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,10,20,18,0.9,8,10,0.4444444444444444,-239.0,-0.2300288739172281,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,11,20,17,0.85,8,9,0.47058823529411764,-297.0,-0.2707383773928897,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,12,20,15,0.75,11,4,0.7333333333333333,116.0,0.11788617886178862,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,13,20,15,0.75,11,4,0.7333333333333333,140.0,0.14583333333333334,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,14,20,19,0.95,7,12,0.3684210526315789,-460.0,-0.39655172413793105,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,15,13,13,1.0,7,6,0.5384615384615384,-44.0,-0.05913978494623656,False,True
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,0,20,18,0.9,12,6,0.6666666666666666,59.0,0.051709027169149865,True,True
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,1,20,12,0.6,7,5,0.5833333333333334,-70.0,-0.09090909090909091,False,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,2,20,11,0.55,7,4,0.6363636363636364,26.0,0.03857566765578635,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,3,20,13,0.65,9,4,0.6923076923076923,116.0,0.14795918367346939,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,4,20,13,0.65,6,7,0.46153846153846156,-140.0,-0.1891891891891892,False,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,5,20,14,0.7,8,6,0.5714285714285714,-59.0,-0.06868451688009314,False,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,6,20,8,0.4,6,2,0.75,119.0,0.24740124740124741,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,7,20,12,0.6,5,7,0.4166666666666667,-198.0,-0.2836676217765043,False,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,8,20,12,0.6,8,4,0.6666666666666666,104.0,0.14942528735632185,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,9,20,17,0.85,13,4,0.7647058823529411,212.0,0.1948529411764706,True,True
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,10,20,10,0.5,6,4,0.6,25.0,0.043478260869565216,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=120,11,1,1,1.0,1,0,1.0,37.0,0.5873015873015873,True,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,0,20,18,0.9,12,6,0.6666666666666666,124.0,0.11524163568773234,True,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,1,20,18,0.9,9,9,0.5,-157.0,-0.14853358561967833,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,2,20,19,0.95,12,7,0.631578947368421,-19.0,-0.015586546349466776,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,3,20,17,0.85,12,5,0.7058823529411765,99.0,0.08991825613079019,True,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,4,20,19,0.95,7,12,0.3684210526315789,-404.0,-0.36594202898550726,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,5,20,19,0.95,9,10,0.47368421052631576,-281.0,-0.23793395427603725,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,6,20,17,0.85,11,6,0.6470588235294118,-11.0,-0.009900990099009901,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,7,20,15,0.75,10,5,0.6666666666666666,77.0,0.08342361863488625,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,8,20,20,1.0,12,8,0.6,-89.0,-0.06904577191621412,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,9,20,17,0.85,12,5,0.7058823529411765,175.0,0.17073170731707318,True,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,10,20,16,0.8,6,10,0.375,-334.0,-0.3576017130620985,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,11,20,17,0.85,8,9,0.47058823529411764,-297.0,-0.2707383773928897,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,12,20,15,0.75,11,4,0.7333333333333333,116.0,0.11788617886178862,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,13,20,14,0.7,10,4,0.7142857142857143,108.0,0.1210762331838565,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,14,20,19,0.95,7,12,0.3684210526315789,-460.0,-0.39655172413793105,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,15,13,13,1.0,7,6,0.5384615384615384,-44.0,-0.05913978494623656,False,True
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,0,20,18,0.9,12,6,0.6666666666666666,59.0,0.051709027169149865,True,True
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,1,20,11,0.55,6,5,0.5454545454545454,-100.0,-0.14285714285714285,False,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,2,20,10,0.5,6,4,0.6,-22.0,-0.03536977491961415,False,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,3,20,13,0.65,9,4,0.6923076923076923,116.0,0.14795918367346939,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,4,20,13,0.65,6,7,0.46153846153846156,-140.0,-0.1891891891891892,False,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,5,20,12,0.6,6,6,0.5,-156.0,-0.20634920634920634,False,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,6,20,8,0.4,6,2,0.75,119.0,0.24740124740124741,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,7,20,12,0.6,5,7,0.4166666666666667,-198.0,-0.2836676217765043,False,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,8,20,12,0.6,8,4,0.6666666666666666,104.0,0.14942528735632185,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,9,20,17,0.85,13,4,0.7647058823529411,212.0,0.1948529411764706,True,True
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,10,20,9,0.45,6,3,0.6666666666666666,77.0,0.14722753346080306,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=300,11,1,1,1.0,1,0,1.0,37.0,0.5873015873015873,True,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,0,20,17,0.85,11,6,0.6470588235294118,79.0,0.07737512242899118,True,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,1,20,16,0.8,8,8,0.5,-106.0,-0.11699779249448124,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,2,20,14,0.7,9,5,0.6428571428571429,47.0,0.05509964830011723,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,3,20,14,0.7,9,5,0.6428571428571429,22.0,0.025056947608200455,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,4,20,18,0.9,7,11,0.3888888888888889,-343.0,-0.3288590604026846,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,5,20,17,0.85,7,10,0.4117647058823529,-324.0,-0.31640625,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,6,20,16,0.8,11,5,0.6875,66.0,0.06382978723404255,True,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,7,20,13,0.65,8,5,0.6153846153846154,37.0,0.04849279161205767,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,8,20,16,0.8,10,6,0.625,-10.0,-0.009900990099009901,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,9,20,14,0.7,9,5,0.6428571428571429,84.0,0.10294117647058823,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,10,20,16,0.8,6,10,0.375,-334.0,-0.3576017130620985,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,11,20,14,0.7,6,8,0.42857142857142855,-247.0,-0.29161747343565525,False,False
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,12,20,11,0.55,7,4,0.6363636363636364,36.0,0.05421686746987952,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,13,20,14,0.7,10,4,0.7142857142857143,108.0,0.1210762331838565,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,14,20,17,0.85,6,11,0.35294117647058826,-421.0,-0.41234084231145934,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,15,13,12,0.9230769230769231,6,6,0.5,-94.0,-0.13544668587896252,False,True
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,0,20,14,0.7,8,6,0.5714285714285714,-49.0,-0.05771495877502945,False,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,1,20,9,0.45,4,5,0.4444444444444444,-143.0,-0.26335174953959484,False,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,2,20,8,0.4,6,2,0.75,121.0,0.25260960334029225,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,3,20,12,0.6,9,3,0.75,188.0,0.2640449438202247,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,4,20,13,0.65,6,7,0.46153846153846156,-140.0,-0.1891891891891892,False,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,5,20,9,0.45,6,3,0.6666666666666666,61.0,0.11317254174397032,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,6,20,7,0.35,5,2,0.7142857142857143,76.0,0.1792452830188679,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,7,20,12,0.6,5,7,0.4166666666666667,-198.0,-0.2836676217765043,False,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,8,20,7,0.35,5,2,0.7142857142857143,105.0,0.26582278481012656,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,9,20,15,0.75,11,4,0.7333333333333333,158.0,0.16772823779193205,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,10,20,8,0.4,5,3,0.625,29.0,0.06157112526539278,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=2c; ask<=98; sec>=600,11,1,1,1.0,1,0,1.0,37.0,0.5873015873015873,True,True
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,0,20,16,0.8,10,6,0.625,62.0,0.06609808102345416,True,True
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,1,20,15,0.75,7,8,0.4666666666666667,-137.0,-0.16367980884109917,False,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,2,20,12,0.6,8,4,0.6666666666666666,78.0,0.10803324099722991,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,3,20,14,0.7,9,5,0.6428571428571429,24.0,0.0273972602739726,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,4,20,18,0.9,6,12,0.3333333333333333,-411.0,-0.4065281899109792,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,5,20,17,0.85,7,10,0.4117647058823529,-296.0,-0.2971887550200803,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,6,20,15,0.75,10,5,0.6666666666666666,90.0,0.0989010989010989,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,7,20,13,0.65,9,4,0.6923076923076923,104.0,0.1306532663316583,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,8,20,14,0.7,11,3,0.7857142857142857,181.0,0.1969532100108814,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,9,20,13,0.65,10,3,0.7692307692307693,151.0,0.17785630153121318,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,10,20,14,0.7,8,6,0.5714285714285714,-49.0,-0.05771495877502945,False,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,11,20,13,0.65,7,6,0.5384615384615384,-111.0,-0.13686806411837238,False,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,12,20,12,0.6,7,5,0.5833333333333334,-69.0,-0.08972691807542263,False,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,13,20,13,0.65,9,4,0.6923076923076923,132.0,0.171875,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,14,20,17,0.85,9,8,0.5294117647058824,-87.0,-0.08814589665653495,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,15,13,10,0.7692307692307693,7,3,0.7,161.0,0.2987012987012987,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,0,20,7,0.35,3,4,0.42857142857142855,-42.0,-0.12280701754385964,False,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,1,20,7,0.35,4,3,0.5714285714285714,1.0,0.002506265664160401,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,2,20,5,0.25,4,1,0.8,125.0,0.45454545454545453,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,3,20,7,0.35,7,0,1.0,264.0,0.6055045871559633,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,4,20,3,0.15,0,3,0.0,-159.0,-1.0,False,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,5,20,4,0.2,3,1,0.75,62.0,0.2605042016806723,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,6,20,3,0.15,2,1,0.6666666666666666,13.0,0.06951871657754011,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,7,20,5,0.25,1,4,0.2,-155.0,-0.6078431372549019,False,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,8,20,7,0.35,7,0,1.0,296.0,0.7326732673267327,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,9,20,9,0.45,8,1,0.8888888888888888,222.0,0.38408304498269896,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,10,20,5,0.25,3,2,0.6,48.0,0.19047619047619047,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=120,11,1,0,0.0,0,0,,0.0,,False,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,0,20,15,0.75,9,6,0.6,26.0,0.029748283752860413,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,1,20,15,0.75,7,8,0.4666666666666667,-137.0,-0.16367980884109917,False,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,2,20,11,0.55,8,3,0.7272727272727273,150.0,0.23076923076923078,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,3,20,14,0.7,9,5,0.6428571428571429,24.0,0.0273972602739726,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,4,20,17,0.85,6,11,0.35294117647058826,-346.0,-0.3657505285412262,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,5,20,17,0.85,7,10,0.4117647058823529,-296.0,-0.2971887550200803,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,6,20,12,0.6,8,4,0.6666666666666666,57.0,0.07671601615074024,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,7,20,13,0.65,9,4,0.6923076923076923,104.0,0.1306532663316583,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,8,20,13,0.65,10,3,0.7692307692307693,141.0,0.16414435389988358,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,9,20,12,0.6,9,3,0.75,130.0,0.16883116883116883,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,10,20,12,0.6,6,6,0.5,-118.0,-0.16434540389972144,False,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,11,20,13,0.65,7,6,0.5384615384615384,-111.0,-0.13686806411837238,False,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,12,20,12,0.6,7,5,0.5833333333333334,-69.0,-0.08972691807542263,False,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,13,20,12,0.6,8,4,0.6666666666666666,100.0,0.14285714285714285,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,14,20,16,0.8,8,8,0.5,-119.0,-0.1294885745375408,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,15,13,10,0.7692307692307693,7,3,0.7,161.0,0.2987012987012987,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,0,20,7,0.35,3,4,0.42857142857142855,-42.0,-0.12280701754385964,False,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,1,20,6,0.3,3,3,0.5,-29.0,-0.08814589665653495,False,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,2,20,4,0.2,3,1,0.75,87.0,0.4084507042253521,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,3,20,6,0.3,6,0,1.0,232.0,0.6304347826086957,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,4,20,3,0.15,0,3,0.0,-159.0,-1.0,False,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,5,20,3,0.15,2,1,0.6666666666666666,29.0,0.1695906432748538,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,6,20,3,0.15,2,1,0.6666666666666666,13.0,0.06951871657754011,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,7,20,5,0.25,1,4,0.2,-155.0,-0.6078431372549019,False,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,8,20,7,0.35,7,0,1.0,296.0,0.7326732673267327,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,9,20,8,0.4,8,0,1.0,285.0,0.5533980582524272,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,10,20,5,0.25,3,2,0.6,48.0,0.19047619047619047,True,False
v21,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=300,11,1,0,0.0,0,0,,0.0,,False,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=600,0,20,11,0.55,7,4,0.6363636363636364,49.0,0.07526881720430108,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=600,1,20,13,0.65,6,7,0.46153846153846156,-105.0,-0.14893617021276595,False,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=600,2,20,6,0.3,4,2,0.6666666666666666,67.0,0.2012012012012012,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=600,3,20,10,0.5,6,4,0.6,14.0,0.023890784982935155,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=600,4,20,16,0.8,6,10,0.375,-285.0,-0.3220338983050847,False,True
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=600,5,20,14,0.7,5,9,0.35714285714285715,-317.0,-0.3880048959608323,False,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=600,6,20,11,0.55,8,3,0.7272727272727273,123.0,0.18168389955686853,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=600,7,20,11,0.55,7,4,0.6363636363636364,60.0,0.09375,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=600,8,20,10,0.5,7,3,0.7,99.0,0.16472545757071547,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=600,9,20,7,0.35,4,3,0.5714285714285714,-21.0,-0.0498812351543943,False,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=600,10,20,10,0.5,5,5,0.5,-95.0,-0.15966386554621848,False,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=600,11,20,11,0.55,5,6,0.45454545454545453,-176.0,-0.2603550295857988,False,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=600,12,20,8,0.4,4,4,0.5,-85.0,-0.17525773195876287,False,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=600,13,20,10,0.5,8,2,0.8,204.0,0.3422818791946309,True,False
current,ridge_physics_fv; p>=0.525; fee_edge>=5c; ask<=90; sec>=600,14,20,12,0.6,6,6,0.5,-79.0,-0.11634756995581738,False,False
