policy,source,market,ts_wall,side,reason,p_side,ask_cents,ask_prob,v28_minus_ask_prob,edge_cents,raw_edge_cents,seconds_to_close,sigma_t_dollars,abs_d_sigma,eligible_depth,recross_hazard_score,h6_recross_hazard_high,book_age_ms,btc_age_ms,actionable,status,result,side_won,gross_cents,hold_gross_cents
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060800-00,2026-05-06T11:47:15.877247+00:00,yes,p_below_floor,0.729396,69.0,0.69,0.0393960000000001,0.43961,2.43961,764.124,131.791566,0.541613,1615.0,0.7065269733875676,True,47.0,156.0,True,finalized,yes,True,62,62
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060815-15,2026-05-06T12:02:55.495239+00:00,no,p_below_floor,0.774676,73.0,0.73,0.04467600000000005,0.967623,2.967623,724.507,112.556951,0.632924,67.0,0.5362866150745909,True,47.0,281.0,True,finalized,no,True,54,54
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060830-30,2026-05-06T12:15:35.768316+00:00,no,p_below_floor,0.702743,65.0,0.65,0.052742999999999984,1.274326,3.274326,864.233,125.264274,0.519063,153.17,0.7304579111697096,True,63.0,188.0,True,finalized,yes,False,-130,-130
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060845-45,2026-05-06T12:38:51.250094+00:00,yes,p_below_floor,0.322909,28.0,0.28,0.042908999999999975,0.790865,2.790865,368.75,84.312269,0.414768,40.83,0.3564544847937936,True,344.0,891.0,True,finalized,no,False,-56,-56
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060900-00,2026-05-06T12:47:30.877954+00:00,yes,p_below_floor,0.80276,77.0,0.77,0.03276000000000001,-0.223983,1.776017,749.122,111.785506,0.696155,735.04,0.5083984794613383,True,46.0,437.0,True,finalized,no,False,-154,-154
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060915-15,2026-05-06T13:00:30.368690+00:00,no,p_below_floor,0.672099,60.0,0.6,0.07209900000000002,3.209897,5.209897,869.636,130.270321,0.431641,1629.17,0.8316367623679325,True,0.0,329.0,True,finalized,no,True,80,80
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060930-30,2026-05-06T13:16:15.654075+00:00,no,p_below_floor,0.595107,56.0,0.56,0.035107,-0.489315,1.510685,824.35,149.373107,0.224003,77.0,1.1426776004255894,True,125.0,328.0,True,finalized,no,True,88,88
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY060945-45,2026-05-06T13:30:15.622325+00:00,no,p_below_floor,0.761891,50.0,0.5,0.261891,22.189071,24.189071,884.381,151.628055,0.648099,1623.65,0.7777211088980476,True,15.0,78.0,True,finalized,no,True,100,100
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061000-00,2026-05-06T13:45:35.618687+00:00,no,p_below_floor,0.661616,54.0,0.54,0.12161599999999995,8.161587,10.161587,864.383,151.560082,0.399973,3.75,0.9854101833018496,True,1000.0,172.0,True,finalized,no,True,92,92
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061015-15,2026-05-06T14:00:16.006684+00:00,no,p_below_floor,0.595554,52.0,0.52,0.07555400000000001,3.5554,5.5554,883.995,158.931571,0.274143,1099.09,1.1301500705496994,True,0.0,32.0,True,finalized,no,True,96,96
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061030-30,2026-05-06T14:15:51.058264+00:00,yes,p_below_floor,0.784631,70.0,0.7,0.08463100000000001,4.963081,6.963081,848.942,166.204525,0.657744,14.0,0.7546653753797503,True,0.0,47.0,True,finalized,yes,True,60,60
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061045-45,2026-05-06T14:30:31.159666+00:00,no,p_below_floor,0.601767,57.0,0.57,0.0317670000000001,-0.823286,1.176714,868.842,170.253162,0.212683,2043.0,1.1914432313408034,True,0.0,47.0,True,finalized,yes,False,-114,-114
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061100-00,2026-05-06T14:45:54.664644+00:00,yes,p_below_floor,0.767873,70.0,0.7,0.06787300000000007,3.287312,5.287312,845.343,156.988038,0.662662,168.91,0.749369537618552,True,578.0,1391.0,True,finalized,no,False,-140,-140
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061115-15,2026-05-06T15:02:44.781092+00:00,yes,p_below_floor,0.600113,56.0,0.56,0.040112999999999954,0.011259,2.011259,735.219,141.625311,0.183724,45.04,1.0652159564806114,True,344.0,16.0,True,finalized,no,False,-112,-112
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061130-30,2026-05-06T15:15:36.915857+00:00,yes,p_below_floor,0.722796,69.0,0.69,0.03279600000000005,-0.22044,1.77956,863.084,153.63537,0.517915,32.32,0.8751226220639594,True,391.0,1047.0,True,finalized,yes,True,62,62
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061145-45,2026-05-06T15:34:00.152065+00:00,yes,p_below_floor,0.685968,65.0,0.65,0.035968,-0.403195,1.596805,659.848,130.687328,0.428045,121.0,0.729351020072643,True,125.0,62.0,True,finalized,no,False,-130,-130
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061200-00,2026-05-06T15:45:31.071643+00:00,yes,p_below_floor,0.848576,81.0,0.81,0.038575999999999944,0.357552,2.357552,868.928,154.673474,0.876136,241.0,0.6137067077911612,True,0.0,250.0,True,finalized,yes,True,38,38
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061215-15,2026-05-06T16:04:38.576415+00:00,no,p_below_floor,0.614405,58.0,0.58,0.03440500000000002,-0.559507,1.440493,621.427,128.90154,0.273193,51.06,0.8150527145640704,True,828.0,0.0,True,finalized,yes,False,-116,-116
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061230-30,2026-05-06T16:19:21.736879+00:00,no,p_below_floor,0.733678,70.0,0.7,0.0336780000000001,-0.132216,1.867784,638.271,123.954357,0.527896,5.36,0.6157164810151562,True,94.0,438.0,True,finalized,no,True,60,60
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061245-45,2026-05-06T16:32:41.037877+00:00,no,p_below_floor,0.740496,69.0,0.69,0.050496000000000096,1.549568,3.549568,738.97,132.833283,0.583513,2054.56,0.6715565348717097,True,421.0,359.0,True,finalized,yes,False,-138,-138
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061300-00,2026-05-06T16:48:02.728848+00:00,no,p_below_floor,0.621955,57.0,0.57,0.051955000000000084,1.195478,3.195478,717.279,124.974871,0.254091,1014.0,0.8653567412574574,True,344.0,1110.0,True,finalized,no,True,86,86
book_plus_03_avoid_coinflip,approved_entry,KXBTC15M-26MAY061400-00,2026-05-06T17:56:31.054630+00:00,no,approved_entry,0.97364,89.0,0.89,0.08363999999999994,5.364022,7.364022,208.945,65.953573,1.815216,1564.77,0.05173622929495089,False,766.0,0.0,True,finalized,no,True,-10,22
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061415-15,2026-05-06T18:01:46.025476+00:00,no,p_below_floor,0.368748,30.0,0.3,0.06874800000000003,3.374782,5.374782,793.976,129.264589,0.309598,455.72,0.8908514668216462,True,47.0,438.0,True,finalized,no,True,140,140
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061430-30,2026-05-06T18:19:52.136852+00:00,no,p_below_floor,0.283903,25.0,0.25,0.033903000000000016,-0.109736,1.890264,607.864,116.890074,0.506245,55.0,0.5790288203377492,True,563.0,172.0,True,finalized,yes,False,-50,-50
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061445-45,2026-05-06T18:33:00.477664+00:00,no,edge_below_floor,0.854057,82.0,0.82,0.034057000000000004,-0.094326,1.905674,719.523,124.63689,0.88112,1.0,0.46172366642455204,True,875.0,0.0,True,finalized,no,True,18,18
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061500-00,2026-05-06T18:49:44.871899+00:00,no,p_below_floor,0.586882,55.0,0.55,0.03688199999999997,-0.31181,1.68819,615.13,105.769801,0.202799,689.89,0.7139197556796235,True,1000.0,0.0,True,finalized,no,True,90,90
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061515-15,2026-05-06T19:08:18.472911+00:00,yes,p_below_floor,0.379251,27.0,0.27,0.10925099999999999,7.425073,9.425073,401.528,82.814084,0.289927,546.0,0.41393025340425893,True,391.0,0.0,True,finalized,no,False,-54,-54
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061530-30,2026-05-06T19:15:37.258615+00:00,yes,p_below_floor,0.407704,36.0,0.36,0.047704000000000024,0.770369,2.770369,862.742,122.902619,0.25272,589.11,0.9345993009651655,True,781.0,0.0,True,finalized,yes,True,128,128
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061545-45,2026-05-06T19:38:33.807197+00:00,no,p_below_floor,0.300841,26.0,0.26,0.040841000000000016,0.584118,2.584118,386.194,76.93071,0.455605,269.27,0.31953211170001644,True,359.0,1453.0,True,finalized,yes,False,-52,-52
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061600-00,2026-05-06T19:50:04.777737+00:00,no,p_below_floor,0.62569,58.0,0.58,0.04569000000000001,0.568956,2.568956,595.224,91.741759,0.274303,2.0,0.5670975170671527,True,140.0,140.0,True,finalized,yes,False,-116,-116
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061615-15,2026-05-06T20:01:55.839170+00:00,yes,p_below_floor,0.770727,74.0,0.74,0.03072700000000006,-0.427272,1.572728,784.161,103.04153,0.652892,1367.5,0.5006638913435426,True,109.0,0.0,True,finalized,yes,True,52,52
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061630-30,2026-05-06T20:15:45.218895+00:00,no,p_below_floor,0.376037,33.0,0.33,0.046036999999999995,0.603688,2.603688,854.782,106.840491,0.334049,189.03,0.7455326490288399,True,0.0,1047.0,True,finalized,no,True,134,134
book_plus_03_avoid_coinflip,approved_entry,KXBTC15M-26MAY061645-45,2026-05-06T20:30:50.142599+00:00,no,approved_entry,0.855564,76.0,0.76,0.09556399999999998,6.056402,8.056402,849.86,105.062382,0.899418,27.93,0.41532436376612036,True,375.0,953.0,True,finalized,no,True,48,48
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061700-00,2026-05-06T20:53:34.854096+00:00,no,p_below_floor,0.761746,67.0,0.67,0.091746,5.174625,7.174625,385.146,71.060582,0.603007,2190.31,0.25435342420348833,True,235.0,47.0,True,finalized,yes,False,-134,-134
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061715-15,2026-05-06T21:01:35.182941+00:00,yes,p_below_floor,0.633073,50.0,0.5,0.133073,9.307271,11.307271,804.817,99.884415,0.324075,80.51,0.6830949302308119,True,469.0,16.0,True,finalized,no,False,-100,-100
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061730-30,2026-05-06T21:16:42.569442+00:00,no,p_below_floor,0.412854,26.0,0.26,0.152854,11.785426,13.785426,797.434,92.922761,0.193064,3287.18,0.7211101278549997,True,266.0,0.0,True,finalized,yes,False,-52,-52
book_plus_03_avoid_coinflip,approved_entry,KXBTC15M-26MAY061800-00,2026-05-06T21:48:44.171608+00:00,no,approved_entry,0.897587,67.0,0.67,0.22758699999999998,18.758707,20.758707,675.841,83.420093,1.041596,132.0,0.2551010740832833,True,672.0,16.0,True,finalized,no,True,-86,66
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061815-15,2026-05-06T22:01:12.450505+00:00,yes,p_below_floor,0.412566,36.0,0.36,0.052566,1.256612,3.256612,827.55,92.504706,0.223881,2727.33,0.709103144238021,True,329.0,0.0,True,finalized,no,False,-72,-72
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061830-30,2026-05-06T22:19:29.768704+00:00,no,edge_below_floor,0.870892,84.0,0.84,0.03089200000000003,0.089191,2.089191,630.232,80.264868,0.929921,251.37,0.26502992125061026,True,562.0,62.0,True,finalized,no,True,32,32
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061845-45,2026-05-06T22:31:25.064052+00:00,no,p_below_floor,0.341076,23.0,0.23,0.11107599999999998,7.607554,9.607554,814.938,90.142507,0.335691,237.06,0.6131714328215057,True,984.0,0.0,True,finalized,yes,False,-46,-46
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061900-00,2026-05-06T22:50:33.414367+00:00,no,p_below_floor,0.661389,45.0,0.45,0.211389,17.138908,19.138908,566.587,73.538439,0.377898,3833.55,0.3998595186573753,True,78.0,16.0,True,finalized,yes,False,-90,-90
book_plus_03_avoid_coinflip,approved_entry,KXBTC15M-26MAY061915-15,2026-05-06T23:03:05.391564+00:00,no,approved_entry,0.923342,87.0,0.87,0.053342,2.334214,4.334214,714.621,83.126581,1.171707,185.54,0.2295042151020138,False,703.0,31.0,True,finalized,no,True,24,26
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061930-30,2026-05-06T23:22:05.382497+00:00,no,p_below_floor,0.23258,15.0,0.15,0.08258000000000001,5.257984,7.257984,474.62,80.58741,0.619576,745.0,0.31494920980198976,True,578.0,0.0,True,finalized,yes,False,-30,-30
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY061945-45,2026-05-06T23:32:12.460672+00:00,no,p_below_floor,0.692842,60.0,0.6,0.09284199999999998,5.284184,7.284184,767.541,94.513399,0.425019,1757.7,0.5706101764427219,True,171.0,0.0,True,finalized,no,True,80,80
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY062000-00,2026-05-06T23:45:50.011935+00:00,yes,p_below_floor,0.582435,50.0,0.5,0.08243500000000004,4.243489,6.243489,849.989,84.10338,0.192858,50.0,0.6739717336748277,True,375.0,31.0,True,finalized,yes,True,100,100
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY062015-15,2026-05-07T00:00:55.328161+00:00,yes,p_below_floor,0.614301,54.0,0.54,0.07430099999999995,3.430147,5.430147,844.672,80.590252,0.29011,12.0,0.5841335298890138,True,141.0,0.0,True,finalized,no,False,-108,-108
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY062030-30,2026-05-07T00:18:34.119903+00:00,yes,p_below_floor,0.31782,24.0,0.24,0.07782,4.281968,6.281968,685.881,74.502898,0.42146,1607.6,0.42671562464946083,True,985.0,16.0,True,finalized,no,False,-48,-48
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY062045-45,2026-05-07T00:31:05.341326+00:00,no,p_below_floor,0.61792,51.0,0.51,0.10792000000000002,6.79204,8.79204,834.661,84.563835,0.321769,236.56,0.5903043382646713,True,109.0,15.0,True,finalized,no,True,98,98
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY062100-00,2026-05-07T00:45:36.348518+00:00,no,p_below_floor,0.35541,32.0,0.32,0.03541,-0.459032,1.540968,863.652,88.667572,0.281952,1089.04,0.655183203721406,True,359.0,15.0,True,finalized,yes,False,-64,-64
book_plus_03_avoid_coinflip,approved_entry,KXBTC15M-26MAY062115-15,2026-05-07T01:02:05.343442+00:00,yes,approved_entry,0.942571,73.0,0.73,0.21257100000000007,17.757121,19.757121,774.658,95.357648,1.308547,1252.35,0.23905318791075164,False,500.0,78.0,True,finalized,yes,True,-12,54
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY062130-30,2026-05-07T01:17:26.891763+00:00,yes,p_below_floor,0.586142,41.0,0.41,0.17614200000000008,13.614208,15.614208,753.109,108.232597,0.212967,596.0,0.8001572608136981,True,265.0,15.0,True,finalized,yes,True,118,118
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY062145-45,2026-05-07T01:31:39.986158+00:00,yes,p_below_floor,0.600378,57.0,0.57,0.030378000000000016,-0.962202,1.037798,800.015,111.871753,0.250555,55.0,0.8209819327273938,True,703.0,0.0,True,finalized,yes,True,86,86
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY062200-00,2026-05-07T01:49:50.936932+00:00,no,p_below_floor,0.617816,46.0,0.46,0.157816,11.78159,13.78159,609.066,89.335046,0.258689,56.0,0.5673951035684587,True,750.0,16.0,True,finalized,no,True,108,108
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY062215-15,2026-05-07T02:00:49.721290+00:00,no,p_below_floor,0.661831,59.0,0.59,0.07183099999999998,3.183115,5.183115,850.282,103.244165,0.404187,68.33,0.6698685223589202,True,375.0,15.0,True,finalized,no,True,82,82
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY062230-30,2026-05-07T02:22:19.050425+00:00,yes,p_below_floor,0.718015,38.0,0.38,0.33801499999999995,29.801453,31.801453,460.951,79.102275,0.481781,500.0,0.34967152719409217,True,297.0,32.0,True,finalized,no,False,-76,-76
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY062245-45,2026-05-07T02:30:58.594419+00:00,no,p_below_floor,0.605951,54.0,0.54,0.06595099999999998,2.595082,4.595082,841.408,107.490544,0.278629,55.0,0.7865843246178028,True,156.0,15.0,True,finalized,yes,False,-108,-108
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY062300-00,2026-05-07T02:47:12.645915+00:00,no,p_below_floor,0.234348,17.0,0.17,0.06434799999999999,3.434763,5.434763,767.356,103.91277,0.633801,2329.58,0.5090844561270484,True,515.0,0.0,True,finalized,yes,False,-34,-34
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY062315-15,2026-05-07T03:02:57.716676+00:00,yes,p_below_floor,0.39902,24.0,0.24,0.15902,12.402006,14.402006,722.284,100.563807,0.225429,1161.77,0.7190711714701958,True,750.0,0.0,True,finalized,no,False,-48,-48
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY062345-45,2026-05-07T03:32:56.738408+00:00,no,p_below_floor,0.608623,46.0,0.46,0.148623,10.862287,12.862287,723.265,99.29264,0.276153,305.0,0.6753249635352406,True,781.0,62.0,True,finalized,yes,False,-92,-92
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY070000-00,2026-05-07T03:48:17.586118+00:00,yes,p_below_floor,0.329194,29.0,0.29,0.03919400000000001,0.419396,2.419396,702.415,98.174101,0.396642,156.28,0.5833284188349704,True,500.0,0.0,True,finalized,no,False,-58,-58
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY070015-15,2026-05-07T04:04:20.347656+00:00,yes,p_below_floor,0.598994,52.0,0.52,0.07899400000000001,3.899369,5.899369,639.652,92.86829,0.1949,42.91,0.6442791554311053,True,750.0,0.0,True,finalized,yes,True,96,96
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY070030-30,2026-05-07T04:21:33.757023+00:00,no,p_below_floor,0.345088,17.0,0.17,0.175088,14.508792,16.508792,506.246,83.961461,0.367311,593.2,0.43613244312404237,True,313.0,32.0,True,finalized,yes,False,-34,-34
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY070045-45,2026-05-07T04:31:29.650225+00:00,no,p_below_floor,0.582164,48.0,0.48,0.10216400000000003,6.216384,8.216384,810.351,105.557194,0.187292,574.17,0.8305452261842349,True,687.0,0.0,True,finalized,no,True,104,104
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY070100-00,2026-05-07T04:51:56.786883+00:00,no,p_below_floor,0.244852,7.0,0.07,0.17485199999999998,14.985218,16.985218,483.215,81.313275,0.578011,621.09,0.3342592345524568,True,297.0,16.0,True,finalized,yes,False,-14,-14
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY070115-15,2026-05-07T05:01:20.444951+00:00,no,p_below_floor,0.377811,31.0,0.31,0.06781100000000001,3.281058,5.281058,819.559,103.722071,0.304757,666.59,0.7297695755464326,True,47.0,0.0,True,finalized,yes,False,-62,-62
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY070130-30,2026-05-07T05:21:59.854537+00:00,yes,p_below_floor,0.376882,25.0,0.25,0.126882,9.188249,11.188249,480.146,76.619111,0.265991,1095.43,0.42892769430623107,True,796.0,0.0,True,finalized,no,False,-50,-50
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY070145-45,2026-05-07T05:35:56.191048+00:00,yes,p_below_floor,0.360455,26.0,0.26,0.10045500000000002,6.54551,8.54551,543.81,81.968396,0.326223,481.0,0.4598031348871187,True,234.0,0.0,True,finalized,no,False,-52,-52
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY070200-00,2026-05-07T05:54:54.731769+00:00,no,p_below_floor,0.74186,71.0,0.71,0.03186,-0.313958,1.686042,305.27,60.368134,0.556916,529.78,0.20144802541452023,False,578.0,31.0,True,finalized,no,True,58,58
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY070530-30,2026-05-07T09:17:22.599750+00:00,yes,p_below_floor,0.734154,63.0,0.63,0.10415399999999997,6.415408,8.415408,757.401,95.267281,0.533866,60.0,0.5124251003074911,True,812.0,0.0,True,finalized,no,False,-126,-126
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY070545-45,2026-05-07T09:30:44.310732+00:00,yes,p_below_floor,0.707647,60.0,0.6,0.10764700000000005,6.764695,8.764695,855.69,101.328958,0.46275,64.64,0.6220148866755595,True,16.0,0.0,True,finalized,no,False,-120,-120
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY070600-00,2026-05-07T09:47:40.010971+00:00,no,p_below_floor,0.408775,37.0,0.37,0.038775000000000004,-0.122484,1.877516,739.991,98.623231,0.163755,32.66,0.7591949273414819,True,328.0,0.0,True,finalized,yes,False,-74,-74
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY070615-15,2026-05-07T10:03:17.740674+00:00,no,p_below_floor,0.610872,28.0,0.28,0.33087199999999994,29.587162,31.587162,702.26,96.230672,0.275276,1828.07,0.6454912835956723,True,453.0,0.0,True,finalized,no,True,144,144
book_plus_03_avoid_coinflip,rejected_actionable,KXBTC15M-26MAY070630-30,2026-05-07T10:15:24.038338+00:00,yes,p_below_floor,0.606974,47.0,0.47,0.13697400000000004,9.697411,11.697411,875.963,105.517869,0.230767,17.63,0.8264694476309769,True,468.0,31.0,True,finalized,no,False,-94,-94
