policy,market,ts_wall,side,source,mode,p_eff,ask_prob,eff_edge_prob,side_won,net_gross_cents_after_entry_fee,base_side,base_p,base_ask,base_edge,delay_seconds
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY051800-00,2026-05-05T21:46:31.099223+00:00,yes,rejected_actionable,base,0.627961,0.61,0.017961000000000005,True,74.0,yes,0.627961,0.61,0.017961000000000005,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY051815-15,2026-05-05T22:00:16.340721+00:00,yes,rejected_actionable,base,0.77913,0.74,0.03913,False,-151.0,yes,0.77913,0.74,0.03913,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY051830-30,2026-05-05T22:17:00.468759+00:00,yes,rejected_actionable,base,0.58124,0.31,0.27124,True,135.0,yes,0.58124,0.31,0.27124,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY051845-45,2026-05-05T22:30:45.039013+00:00,no,approved_entry,base,0.864024,0.79,0.07402399999999998,True,39.0,no,0.864024,0.79,0.07402399999999998,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY051900-00,2026-05-05T22:46:08.719237+00:00,yes,rejected_actionable,base,0.639842,0.53,0.109842,True,90.0,yes,0.639842,0.53,0.109842,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY051915-15,2026-05-05T23:02:46.175218+00:00,yes,rejected_actionable,danger_keep_high_edge,0.533267,0.4,0.13326700000000002,True,116.0,yes,0.533267,0.4,0.13326700000000002,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY051945-45,2026-05-05T23:33:23.957336+00:00,yes,rejected_actionable,base,0.613944,0.51,0.10394400000000004,True,94.0,yes,0.613944,0.51,0.10394400000000004,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY052000-00,2026-05-05T23:48:56.586770+00:00,no,rejected_actionable,base,0.665463,0.63,0.03546300000000002,True,70.0,no,0.665463,0.63,0.03546300000000002,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY052015-15,2026-05-06T00:03:31.958528+00:00,yes,approved_entry,danger_follow_opposite,0.91064,0.85,0.06064000000000003,True,28.0,no,0.567861,0.49,0.07786099999999996,185.005681
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY052030-30,2026-05-06T00:16:17.231981+00:00,no,rejected_actionable,danger_follow_opposite,0.531061,0.36,0.17106100000000002,True,124.0,yes,0.54078,0.47,0.07078000000000007,56.860804
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY052100-00,2026-05-06T00:46:31.822373+00:00,yes,rejected_actionable,danger_keep_high_edge,0.565554,0.46,0.10555399999999998,True,104.0,yes,0.565554,0.46,0.10555399999999998,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY052130-30,2026-05-06T01:17:49.446399+00:00,yes,rejected_actionable,base,0.822836,0.8,0.022835999999999967,True,37.0,yes,0.822836,0.8,0.022835999999999967,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY052145-45,2026-05-06T01:35:20.258067+00:00,yes,rejected_actionable,base,0.865417,0.83,0.03541700000000003,True,32.0,yes,0.865417,0.83,0.03541700000000003,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY052200-00,2026-05-06T01:47:00.639948+00:00,yes,rejected_actionable,danger_follow_opposite,0.591979,0.49,0.10197900000000004,True,98.0,no,0.551743,0.52,0.031742999999999966,44.087864
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY052215-15,2026-05-06T02:01:20.642847+00:00,no,rejected_actionable,base,0.809232,0.77,0.039231999999999934,True,43.0,no,0.809232,0.77,0.039231999999999934,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY052230-30,2026-05-06T02:23:49.063251+00:00,no,rejected_actionable,base,0.730624,0.65,0.08062400000000003,True,66.0,no,0.730624,0.65,0.08062400000000003,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY052245-45,2026-05-06T02:32:27.510357+00:00,no,rejected_actionable,base,0.643789,0.57,0.073789,False,-118.0,no,0.643789,0.57,0.073789,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY052300-00,2026-05-06T02:52:05.427121+00:00,yes,approved_entry,base,0.918967,0.85,0.068967,True,26.0,yes,0.918967,0.85,0.068967,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY052315-15,2026-05-06T03:07:10.446683+00:00,yes,approved_entry,base,0.884999,0.81,0.07499899999999993,True,-41.0,yes,0.884999,0.81,0.07499899999999993,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY052330-30,2026-05-06T03:19:05.339511+00:00,no,rejected_actionable,base,0.659176,0.63,0.02917599999999998,False,-130.0,no,0.659176,0.63,0.02917599999999998,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY052345-45,2026-05-06T03:30:49.979573+00:00,no,rejected_actionable,base,0.636767,0.63,0.0067669999999999675,True,70.0,no,0.636767,0.63,0.0067669999999999675,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060000-00,2026-05-06T03:47:27.202014+00:00,no,rejected_actionable,base,0.576655,0.56,0.016654999999999975,False,-116.0,no,0.576655,0.56,0.016654999999999975,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060015-15,2026-05-06T04:03:05.375534+00:00,yes,rejected_actionable,base,0.532782,0.52,0.01278199999999996,False,-108.0,yes,0.532782,0.52,0.01278199999999996,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060030-30,2026-05-06T04:15:46.967766+00:00,yes,rejected_actionable,base,0.617077,0.51,0.10707699999999998,False,-106.0,yes,0.617077,0.51,0.10707699999999998,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060045-45,2026-05-06T04:31:21.224300+00:00,no,rejected_actionable,base,0.826505,0.79,0.03650500000000001,True,39.0,no,0.826505,0.79,0.03650500000000001,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060100-00,2026-05-06T04:48:35.924287+00:00,yes,rejected_actionable,base,0.799928,0.79,0.009927999999999937,False,-161.0,yes,0.799928,0.79,0.009927999999999937,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060115-15,2026-05-06T05:00:55.384335+00:00,no,rejected_actionable,base,0.577382,0.56,0.017381999999999898,True,84.0,no,0.577382,0.56,0.017381999999999898,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060130-30,2026-05-06T05:15:50.243527+00:00,no,rejected_actionable,base,0.616779,0.59,0.026778999999999997,True,78.0,no,0.616779,0.59,0.026778999999999997,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060145-45,2026-05-06T05:30:30.771905+00:00,no,rejected_actionable,base,0.557282,0.55,0.007282000000000011,True,86.0,no,0.557282,0.55,0.007282000000000011,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060200-00,2026-05-06T05:45:50.623750+00:00,yes,rejected_actionable,base,0.618277,0.6,0.018276999999999988,True,76.0,yes,0.618277,0.6,0.018276999999999988,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060215-15,2026-05-06T06:00:15.350074+00:00,yes,rejected_actionable,base,0.583024,0.53,0.05302399999999996,False,-110.0,yes,0.583024,0.53,0.05302399999999996,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060230-30,2026-05-06T06:15:15.506316+00:00,no,rejected_actionable,base,0.574094,0.54,0.03409399999999996,False,-112.0,no,0.574094,0.54,0.03409399999999996,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060245-45,2026-05-06T06:30:31.260794+00:00,no,rejected_actionable,base,0.660829,0.65,0.010828999999999978,False,-134.0,no,0.660829,0.65,0.010828999999999978,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060300-00,2026-05-06T06:45:30.608279+00:00,yes,rejected_actionable,base,0.661141,0.64,0.021140999999999965,True,68.0,yes,0.661141,0.64,0.021140999999999965,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060315-15,2026-05-06T07:01:55.271715+00:00,yes,rejected_actionable,base,0.61664,0.61,0.006639999999999979,True,74.0,yes,0.61664,0.61,0.006639999999999979,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060330-30,2026-05-06T07:15:15.855222+00:00,no,rejected_actionable,base,0.63088,0.57,0.060880000000000045,False,-118.0,no,0.63088,0.57,0.060880000000000045,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060345-45,2026-05-06T07:32:31.748415+00:00,no,rejected_actionable,base,0.702712,0.66,0.04271199999999997,True,64.0,no,0.702712,0.66,0.04271199999999997,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060400-00,2026-05-06T07:47:33.557061+00:00,yes,rejected_actionable,base,0.539723,0.5,0.03972299999999995,False,-104.0,yes,0.539723,0.5,0.03972299999999995,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060415-15,2026-05-06T08:01:47.044824+00:00,yes,rejected_actionable,base,0.676831,0.67,0.0068309999999999205,True,62.0,yes,0.676831,0.67,0.0068309999999999205,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060445-45,2026-05-06T08:30:35.287901+00:00,no,rejected_actionable,base,0.636374,0.45,0.18637399999999998,False,-94.0,no,0.636374,0.45,0.18637399999999998,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060500-00,2026-05-06T08:46:56.748188+00:00,no,rejected_actionable,base,0.674136,0.61,0.06413599999999997,False,-126.0,no,0.674136,0.61,0.06413599999999997,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060515-15,2026-05-06T09:01:14.882023+00:00,yes,rejected_actionable,danger_keep_high_edge,0.532512,0.41,0.12251200000000001,False,-86.0,yes,0.532512,0.41,0.12251200000000001,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060530-30,2026-05-06T09:16:10.984992+00:00,yes,rejected_actionable,base,0.588889,0.54,0.04888899999999996,False,-112.0,yes,0.588889,0.54,0.04888899999999996,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060545-45,2026-05-06T09:31:32.441205+00:00,no,rejected_actionable,base,0.626642,0.44,0.18664200000000003,False,-92.0,no,0.626642,0.44,0.18664200000000003,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060600-00,2026-05-06T09:45:31.115998+00:00,no,rejected_actionable,base,0.792357,0.75,0.04235699999999998,True,47.0,no,0.792357,0.75,0.04235699999999998,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060615-15,2026-05-06T10:00:30.886997+00:00,yes,rejected_actionable,base,0.598388,0.57,0.02838800000000008,True,41.0,yes,0.598388,0.57,0.02838800000000008,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060630-30,2026-05-06T10:15:31.073594+00:00,no,rejected_actionable,base,0.675344,0.66,0.015344000000000024,False,-136.0,no,0.675344,0.66,0.015344000000000024,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060645-45,2026-05-06T10:30:15.796592+00:00,yes,rejected_actionable,base,0.598639,0.59,0.008639000000000063,True,78.0,yes,0.598639,0.59,0.008639000000000063,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060700-00,2026-05-06T10:47:35.198854+00:00,yes,rejected_actionable,base,0.527819,0.52,0.00781900000000002,True,92.0,yes,0.527819,0.52,0.00781900000000002,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060730-30,2026-05-06T11:15:32.603129+00:00,yes,rejected_actionable,base,0.594884,0.56,0.034883999999999915,True,84.0,yes,0.594884,0.56,0.034883999999999915,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060745-45,2026-05-06T11:34:33.996643+00:00,yes,rejected_actionable,danger_follow_opposite,0.62726,0.53,0.09726000000000001,False,-110.0,no,0.553279,0.54,0.01327899999999993,221.994412
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060830-30,2026-05-06T12:15:15.769157+00:00,no,rejected_actionable,base,0.60073,0.59,0.010730000000000017,False,-122.0,no,0.60073,0.59,0.010730000000000017,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060845-45,2026-05-06T12:33:31.082809+00:00,yes,rejected_actionable,danger_follow_opposite,0.543076,0.54,0.0030759999999999676,False,-112.0,no,0.528543,0.52,0.008542999999999967,160.128451
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060900-00,2026-05-06T12:46:30.862247+00:00,no,rejected_actionable,base,0.586412,0.58,0.006412000000000084,True,80.0,no,0.586412,0.58,0.006412000000000084,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060915-15,2026-05-06T13:00:30.368690+00:00,no,rejected_actionable,base,0.672099,0.6,0.07209900000000002,True,76.0,no,0.672099,0.6,0.07209900000000002,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060930-30,2026-05-06T13:15:35.659762+00:00,yes,rejected_actionable,base,0.604377,0.6,0.004377000000000075,False,-124.0,yes,0.604377,0.6,0.004377000000000075,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY060945-45,2026-05-06T13:30:15.622325+00:00,no,rejected_actionable,base,0.761891,0.5,0.261891,True,96.0,no,0.761891,0.5,0.261891,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061000-00,2026-05-06T13:45:35.618687+00:00,no,rejected_actionable,base,0.661616,0.54,0.12161599999999995,True,88.0,no,0.661616,0.54,0.12161599999999995,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061015-15,2026-05-06T14:00:16.006684+00:00,no,rejected_actionable,base,0.595554,0.52,0.07555400000000001,True,92.0,no,0.595554,0.52,0.07555400000000001,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061030-30,2026-05-06T14:15:31.060926+00:00,yes,rejected_actionable,base,0.618153,0.61,0.008152999999999966,True,74.0,yes,0.618153,0.61,0.008152999999999966,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061045-45,2026-05-06T14:30:31.159666+00:00,no,rejected_actionable,base,0.601767,0.57,0.0317670000000001,False,-118.0,no,0.601767,0.57,0.0317670000000001,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061100-00,2026-05-06T14:45:34.678564+00:00,yes,rejected_actionable,base,0.740374,0.74,0.00037399999999998546,False,-151.0,yes,0.740374,0.74,0.00037399999999998546,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061130-30,2026-05-06T15:15:16.911180+00:00,yes,rejected_actionable,base,0.653101,0.65,0.0031010000000000204,True,66.0,yes,0.653101,0.65,0.0031010000000000204,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061200-00,2026-05-06T15:45:31.071643+00:00,yes,rejected_actionable,base,0.848576,0.81,0.038575999999999944,True,35.0,yes,0.848576,0.81,0.038575999999999944,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061230-30,2026-05-06T16:16:10.710809+00:00,yes,rejected_actionable,base,0.681329,0.68,0.0013289999999999136,False,-140.0,yes,0.681329,0.68,0.0013289999999999136,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061400-00,2026-05-06T17:56:31.054630+00:00,no,approved_entry,base,0.97364,0.89,0.08363999999999994,True,-11.0,no,0.97364,0.89,0.08363999999999994,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061430-30,2026-05-06T18:15:35.575390+00:00,yes,rejected_actionable,base,0.678512,0.67,0.008511999999999964,True,62.0,yes,0.678512,0.67,0.008511999999999964,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061445-45,2026-05-06T18:30:15.600159+00:00,no,rejected_actionable,base,0.724164,0.71,0.014164000000000065,True,55.0,no,0.724164,0.71,0.014164000000000065,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061500-00,2026-05-06T18:47:38.042415+00:00,no,rejected_actionable,danger_follow_opposite,0.596123,0.59,0.0061229999999999896,True,78.0,yes,0.55091,0.55,0.0009099999999999664,39.998901
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061515-15,2026-05-06T19:05:45.263576+00:00,no,rejected_actionable,base,0.521257,0.52,0.0012569999999999526,True,92.0,no,0.521257,0.52,0.0012569999999999526,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061530-30,2026-05-06T19:17:26.915754+00:00,yes,rejected_actionable,danger_follow_opposite,0.597785,0.58,0.01778500000000005,True,80.0,no,0.548704,0.53,0.018703999999999943,76.870029
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061545-45,2026-05-06T19:33:35.772447+00:00,no,rejected_actionable,base,0.599662,0.59,0.00966200000000006,False,-122.0,no,0.599662,0.59,0.00966200000000006,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061600-00,2026-05-06T19:48:02.198360+00:00,no,rejected_actionable,base,0.610883,0.6,0.010882999999999976,False,-124.0,no,0.610883,0.6,0.010882999999999976,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061615-15,2026-05-06T20:01:55.839170+00:00,yes,rejected_actionable,base,0.770727,0.74,0.03072700000000006,True,49.0,yes,0.770727,0.74,0.03072700000000006,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061630-30,2026-05-06T20:21:34.178906+00:00,no,rejected_actionable,base,0.631665,0.63,0.0016650000000000276,True,70.0,no,0.631665,0.63,0.0016650000000000276,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061645-45,2026-05-06T20:30:41.561221+00:00,no,rejected_actionable,base,0.736529,0.71,0.026529000000000025,True,55.0,no,0.736529,0.71,0.026529000000000025,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061700-00,2026-05-06T20:47:20.371791+00:00,no,rejected_actionable,base,0.547299,0.49,0.05729899999999999,False,-102.0,no,0.547299,0.49,0.05729899999999999,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061715-15,2026-05-06T21:01:35.182941+00:00,yes,rejected_actionable,base,0.633073,0.5,0.133073,False,-104.0,yes,0.633073,0.5,0.133073,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061730-30,2026-05-06T21:18:50.297953+00:00,yes,rejected_actionable,base,0.670106,0.63,0.040105999999999975,True,70.0,yes,0.670106,0.63,0.040105999999999975,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061745-45,2026-05-06T21:33:53.913373+00:00,yes,rejected_actionable,base,0.872414,0.87,0.0024140000000000272,True,24.0,yes,0.872414,0.87,0.0024140000000000272,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061800-00,2026-05-06T21:46:50.262624+00:00,no,rejected_actionable,base,0.700391,0.68,0.020390999999999937,True,60.0,no,0.700391,0.68,0.020390999999999937,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061815-15,2026-05-06T22:03:49.503366+00:00,no,rejected_actionable,base,0.794472,0.72,0.07447199999999998,True,53.0,no,0.794472,0.72,0.07447199999999998,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061830-30,2026-05-06T22:19:06.460649+00:00,yes,rejected_actionable,base,0.553162,0.23,0.32316200000000006,False,-49.0,yes,0.553162,0.23,0.32316200000000006,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061900-00,2026-05-06T22:50:33.414367+00:00,no,rejected_actionable,base,0.661389,0.45,0.211389,False,-94.0,no,0.661389,0.45,0.211389,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061915-15,2026-05-06T23:03:05.391564+00:00,no,approved_entry,base,0.923342,0.87,0.053342,True,22.0,no,0.923342,0.87,0.053342,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061930-30,2026-05-06T23:19:35.376578+00:00,no,rejected_actionable,danger_follow_opposite,0.55184,0.25,0.30184,False,-53.0,yes,0.551364,0.47,0.08136399999999999,185.774036
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY061945-45,2026-05-06T23:31:30.909184+00:00,yes,rejected_actionable,base,0.542407,0.42,0.12240699999999999,False,-88.0,yes,0.542407,0.42,0.12240699999999999,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY062000-00,2026-05-06T23:45:50.011935+00:00,yes,rejected_actionable,base,0.582435,0.5,0.08243500000000004,True,96.0,yes,0.582435,0.5,0.08243500000000004,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY062015-15,2026-05-07T00:00:30.493763+00:00,yes,rejected_actionable,base,0.526847,0.51,0.016846999999999945,False,-106.0,yes,0.526847,0.51,0.016846999999999945,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY062030-30,2026-05-07T00:16:35.289272+00:00,yes,rejected_actionable,base,0.544418,0.32,0.22441799999999995,False,-68.0,yes,0.544418,0.32,0.22441799999999995,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY062045-45,2026-05-07T00:31:05.341326+00:00,no,rejected_actionable,base,0.61792,0.51,0.10792000000000002,True,94.0,no,0.61792,0.51,0.10792000000000002,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY062100-00,2026-05-07T00:48:36.454910+00:00,no,rejected_actionable,base,0.615588,0.22,0.39558800000000005,False,-47.0,no,0.615588,0.22,0.39558800000000005,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY062115-15,2026-05-07T01:00:50.289770+00:00,yes,rejected_actionable,base,0.543753,0.53,0.013753000000000015,True,90.0,yes,0.543753,0.53,0.013753000000000015,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY062130-30,2026-05-07T01:17:26.891763+00:00,yes,rejected_actionable,base,0.586142,0.41,0.17614200000000008,True,114.0,yes,0.586142,0.41,0.17614200000000008,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY062145-45,2026-05-07T01:31:39.986158+00:00,yes,rejected_actionable,base,0.600378,0.57,0.030378000000000016,True,82.0,yes,0.600378,0.57,0.030378000000000016,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY062200-00,2026-05-07T01:49:50.936932+00:00,no,rejected_actionable,base,0.617816,0.46,0.157816,True,104.0,no,0.617816,0.46,0.157816,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY062215-15,2026-05-07T02:00:49.721290+00:00,no,rejected_actionable,base,0.661831,0.59,0.07183099999999998,True,78.0,no,0.661831,0.59,0.07183099999999998,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY062230-30,2026-05-07T02:22:19.050425+00:00,yes,rejected_actionable,base,0.718015,0.38,0.33801499999999995,False,-80.0,yes,0.718015,0.38,0.33801499999999995,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY062245-45,2026-05-07T02:30:58.594419+00:00,no,rejected_actionable,base,0.605951,0.54,0.06595099999999998,False,-112.0,no,0.605951,0.54,0.06595099999999998,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY062300-00,2026-05-07T02:45:44.718830+00:00,yes,rejected_actionable,base,0.758354,0.73,0.02835399999999999,True,51.0,yes,0.758354,0.73,0.02835399999999999,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY062315-15,2026-05-07T03:04:20.470538+00:00,no,rejected_actionable,base,0.74458,0.68,0.06457999999999997,True,60.0,no,0.74458,0.68,0.06457999999999997,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY062330-30,2026-05-07T03:19:16.559045+00:00,yes,rejected_actionable,base,0.546903,0.52,0.02690300000000001,False,-108.0,yes,0.546903,0.52,0.02690300000000001,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY062345-45,2026-05-07T03:32:56.738408+00:00,no,rejected_actionable,base,0.608623,0.46,0.148623,False,-96.0,no,0.608623,0.46,0.148623,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY070000-00,2026-05-07T03:53:32.799784+00:00,no,approved_entry,base,0.863962,0.78,0.08396199999999998,True,0.0,no,0.863962,0.78,0.08396199999999998,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY070015-15,2026-05-07T04:03:05.166345+00:00,yes,rejected_actionable,base,0.560075,0.56,7.499999999993623e-05,True,84.0,yes,0.560075,0.56,7.499999999993623e-05,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY070030-30,2026-05-07T04:17:09.890473+00:00,no,rejected_actionable,danger_keep_high_edge,0.523605,0.33,0.19360499999999997,False,-70.0,no,0.523605,0.33,0.19360499999999997,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY070045-45,2026-05-07T04:31:29.650225+00:00,no,rejected_actionable,base,0.582164,0.48,0.10216400000000003,True,100.0,no,0.582164,0.48,0.10216400000000003,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY070115-15,2026-05-07T05:02:05.219016+00:00,yes,rejected_actionable,base,0.773654,0.72,0.05365399999999998,True,53.0,yes,0.773654,0.72,0.05365399999999998,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY070130-30,2026-05-07T05:20:14.362177+00:00,no,rejected_actionable,base,0.60414,0.59,0.014140000000000041,True,78.0,no,0.60414,0.59,0.014140000000000041,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY070145-45,2026-05-07T05:38:23.476574+00:00,no,rejected_actionable,base,0.83804,0.81,0.028039999999999954,True,35.0,no,0.83804,0.81,0.028039999999999954,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY070200-00,2026-05-07T05:54:54.731769+00:00,no,rejected_actionable,base,0.74186,0.71,0.03186,True,55.0,no,0.74186,0.71,0.03186,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY070530-30,2026-05-07T09:15:20.383837+00:00,no,rejected_actionable,base,0.540822,0.48,0.06082200000000004,True,100.0,no,0.540822,0.48,0.06082200000000004,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY070545-45,2026-05-07T09:30:44.310732+00:00,yes,rejected_actionable,base,0.707647,0.6,0.10764700000000005,False,-124.0,yes,0.707647,0.6,0.10764700000000005,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY070600-00,2026-05-07T09:51:05.324526+00:00,yes,rejected_actionable,base,0.72396,0.67,0.05396000000000001,True,62.0,yes,0.72396,0.67,0.05396000000000001,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY070615-15,2026-05-07T10:03:17.740674+00:00,no,rejected_actionable,base,0.610872,0.28,0.33087199999999994,True,141.0,no,0.610872,0.28,0.33087199999999994,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY070630-30,2026-05-07T10:15:24.038338+00:00,yes,rejected_actionable,base,0.606974,0.47,0.13697400000000004,False,-98.0,yes,0.606974,0.47,0.13697400000000004,0.0
p52_recross_escape_opp240_skip_edge10,KXBTC15M-26MAY070645-45,2026-05-07T10:31:23.542448+00:00,yes,approved_entry,base,0.895399,0.81,0.08539899999999989,True,35.0,yes,0.895399,0.81,0.08539899999999989,0.0
